id,title,episodes_info,rate,cover_x,url,playable,cover,cover_y,is_new
34990918,空白,null,7.3,1052,https://movie.douban.com/subject/34990918/,false,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2673290266.webp,1499,true
35374186,鸠的击退法,null,6.1,750,https://movie.douban.com/subject/35374186/,false,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2652013893.webp,1059,true
34874432,花束般的恋爱,null,8.7,1448,https://movie.douban.com/subject/34874432/,false,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2623936924.webp,2048,false
35235502,驾驶我的车,null,8.0,2000,https://movie.douban.com/subject/35235502/,false,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2639821491.webp,2829,false
34913671,哆啦A梦：伴我同行2,null,7.1,5781,https://movie.douban.com/subject/34913671/,true,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2641407963.webp,8206,false
35360296,偶然与想象,null,8.3,1460,https://movie.douban.com/subject/35360296/,false,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2687984714.webp,2064,false
33454993,名侦探柯南：绯色的子弹,null,5.6,7785,https://movie.douban.com/subject/33454993/,true,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2638968571.webp,10721,false
34845781,鬼灭之刃 剧场版 无限列车篇,null,7.9,1449,https://movie.douban.com/subject/34845781/,false,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2595123270.webp,2048,false
30482645,数码宝贝：最后的进化,null,7.3,2500,https://movie.douban.com/subject/30482645/,true,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2623955494.webp,3667,false
10428501,新·福音战士剧场版：终,null,9.2,1852,https://movie.douban.com/subject/10428501/,false,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2629054917.webp,2621,false
33407124,浪客剑心 最终章 追忆篇,null,8.5,1000,https://movie.douban.com/subject/33407124/,true,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2641350668.webp,1416,false
34863472,美好的世界,null,8.3,750,https://movie.douban.com/subject/34863472/,true,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2626866843.webp,1059,false
35286583,蜡笔小新：谜团！花之天下春日部学院,null,9.2,1000,https://movie.douban.com/subject/35286583/,false,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2666651888.webp,1414,false
33400537,我是大哥大 电影版,null,7.9,1240,https://movie.douban.com/subject/33400537/,false,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2595471914.webp,1754,false
30167974,浪客剑心 最终章 人诛篇,null,7.5,2024,https://movie.douban.com/subject/30167974/,true,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2627551613.webp,2866,false
35262731,浅草小子,null,8.2,750,https://movie.douban.com/subject/35262731/,false,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2675919720.webp,1111,false
33404512,东京贵族女子,null,7.6,2891,https://movie.douban.com/subject/33404512/,false,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2627312853.webp,4096,false
34454004,哆啦A梦：大雄的新恐龙,null,7.1,1000,https://movie.douban.com/subject/34454004/,true,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2624375776.webp,1412,false
26958479,浅田家！,null,8.3,1200,https://movie.douban.com/subject/26958479/,false,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614188527.webp,1698,false
35231832,鬼灭之刃 那田蜘蛛山篇,null,9.2,640,https://movie.douban.com/subject/35231832/,true,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2623518158.webp,903,false
30443686,穷途鼠的奶酪梦,null,7.6,1000,https://movie.douban.com/subject/30443686/,false,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2586418907.webp,1410,false
30179560,紫罗兰永恒花园 剧场版,null,8.1,800,https://movie.douban.com/subject/30179560/,true,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2611203679.webp,1129,false
34943015,宝可梦：皮卡丘和可可的冒险,null,6.7,680,https://movie.douban.com/subject/34943015/,true,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2619351418.webp,962,false
30453095,言语如苏打般涌现,null,7.8,750,https://movie.douban.com/subject/30453095/,true,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2624516210.webp,1061,false
33446524,剧场,null,7.8,750,https://movie.douban.com/subject/33446524/,false,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2610788779.webp,1061,false
33476040,行骗天下JP：公主篇,null,7.3,680,https://movie.douban.com/subject/33476040/,false,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2610002857.webp,962,false
35206315,夏目友人帐：石起和可疑来访者,null,9.0,849,https://movie.douban.com/subject/35206315/,true,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2630613895.webp,1200,false
35280911,角色,null,6.6,2898,https://movie.douban.com/subject/35280911/,false,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2633773335.webp,4096,false
35335784,名侦探柯南：绯色的不在场证明,null,6.9,640,https://movie.douban.com/subject/35335784/,true,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2631088441.webp,905,false
34964061,想哭的我戴上了猫的面具,null,6.3,1500,https://movie.douban.com/subject/34964061/,true,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2601636217.webp,2123,false
35088569,进击的巨人：编年史,null,8.6,1063,https://movie.douban.com/subject/35088569/,false,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2606366038.webp,1500,false
35087486,黑道与家族,null,7.8,1500,https://movie.douban.com/subject/35087486/,false,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2625912897.webp,2117,false
34281687,线,null,7.0,750,https://movie.douban.com/subject/34281687/,true,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2611735341.webp,1061,false
34811098,蜡笔小新：激战！涂鸦王国和约四位勇士,null,8.6,640,https://movie.douban.com/subject/34811098/,false,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2615830700.webp,905,false
35207723,名侦探柯南：红之校外旅行,null,9.0,493,https://movie.douban.com/subject/35207723/,false,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2620838741.webp,720,false
26759820,命运之夜——天之杯Ⅲ：春之歌,null,8.5,640,https://movie.douban.com/subject/26759820/,false,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2616507920.webp,911,false
35327724,鬼灭之刃 柱众会议?蝶屋敷篇,null,8.5,1813,https://movie.douban.com/subject/35327724/,true,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2632682629.webp,2560,false
